oid,hz,py,wb
4995,松,SONG,SWC
4996,送,SONG,UDP
4997,宋,SONG,PSU
4998,颂,SONG,WCD
4999,耸,SONG,WWB
5000,怂,SONG,WWN
5001,讼,SONG,YWC
5002,诵,SONG,YCEH
5003,凇,SONG,USW
5004,菘,SONG,ASW
5005,崧,SONG,MSW
5006,嵩,SONG,MYM
5007,忪,SONG,NWC
5008,悚,SONG,NGKI
5009,淞,SONG,ISWC
5010,竦,SONG,UGKI
5011,搜,SOU,RVH
5012,艘,SOU,TEVC
5013,擞,SOU,ROVT
5014,嗽,SOU,KGKW
5015,叟,SOU,VHC
5016,薮,SOU,AOVT
5017,嗖,SOU,KVH
5018,嗾,SOU,KYT
5019,馊,SOU,QNVC
5020,溲,SOU,IVH
5021,飕,SOU,MQVC
5022,瞍,SOU,HVH
5023,锼,SOU,QVHC
5024,螋,SOU,JVH
5025,素,SU,GXI
5026,速,SU,GKHK
5027,苏,SU,ALW
5028,塑,SU,UBTF
5029,缩,SU,XPW
5030,俗,SU,WWKF
5031,诉,SU,YR
5032,宿,SU,PWDJ
5033,肃,SU,VIJ
5034,酥,SU,SGTY
5035,粟,SU,SOU
5036,僳,SU,WSO
5037,溯,SU,IUB
5038,夙,SU,MGQ
5039,谡,SU,YLW
5040,蔌,SU,AGK
5041,嗉,SU,KGXI
5042,愫,SU,NGX
5043,涑,SU,IGKI
5044,簌,SU,TGKW
5045,觫,SU,QEG
5046,稣,SU,QGTY
5047,算,SUAN,THAC
5048,酸,SUAN,SGC
5049,蒜,SUAN,AFI
5050,狻,SUAN,QTCT
5051,随,SUI,BDE
5052,穗,SUI,TGJN
5053,碎,SUI,DYW
5054,虽,SUI,KJ
5055,岁,SUI,MQU
5056,尿,SUI,NII
5057,隋,SUI,BDA
5058,绥,SUI,XEV
5059,髓,SUI,MED
5060,遂,SUI,UEP
5061,隧,SUI,BUE
5062,祟,SUI,BMF
5063,谇,SUI,YYW
5064,荽,SUI,AEV
5065,濉,SUI,IHW
5066,邃,SUI,PWUP
5067,燧,SUI,OUE
5068,眭,SUI,HFF
5069,睢,SUI,HWYG
5070,损,SUN,RKM
5071,孙,SUN,BI
5072,笋,SUN,TVT
5073,荪,SUN,ABIU
5074,狲,SUN,QTBI
5075,飧,SUN,QWYE
5076,榫,SUN,SWYF
5077,隼,SUN,WYFJ
5078,所,SUO,RN
5079,缩,SUO,XPW
5080,锁,SUO,QIM
5081,索,SUO,FPX
5082,莎,SUO,AIIT
5083,蓑,SUO,AYK
5084,梭,SUO,SCW
5085,唆,SUO,KCW
5086,琐,SUO,GIM
5087,唢,SUO,KIM
5088,嗦,SUO,KFPI
5089,嗍,SUO,KUB
5090,娑,SUO,IITV
5091,桫,SUO,SII
5092,挲,SUO,IITR
5093,睃,SUO,HCW
5094,羧,SUO,UDCT
5095,他,TA,WB
5096,它,TA,PX
5097,她,TA,VBN
5098,塔,TA,FAWK
5099,踏,TA,KHIJ
5100,塌,TA,FJN
5101,獭,TA,QTGM
5102,挞,TA,RDP
5103,蹋,TA,KHJN
5104,拓,TA,RD
5105,嗒,TA,KAWK
5106,闼,TA,UDPI
5107,溻,TA,IJN
5108,漯,TA,ILX
5109,遢,TA,JNP
5110,榻,TA,SJN
5111,沓,TA,IJF
5112,铊,TA,QPX
5113,趿,TA,KHEY
5114,鳎,TA,QGJN
5115,台,TAI,CK
5116,太,TAI,DY
5117,态,TAI,DYN
5118,胎,TAI,ECK
5119,抬,TAI,RCK
5120,泰,TAI,DWI
5121,苔,TAI,ACK
5122,酞,TAI,SGDY
5123,汰,TAI,IDY
5124,邰,TAI,CKB
5125,薹,TAI,AFKF
5126,呔,TAI,KDYY
5127,骀,TAI,CCK
5128,肽,TAI,EDY
5129,炱,TAI,CKO
5130,钛,TAI,QDY
5131,跆,TAI,KHCK
5132,鲐,TAI,QGC
5133,谈,TAN,YOO
5134,碳,TAN,DMD
5135,探,TAN,RPWS
5136,炭,TAN,MDOF
5137,弹,TAN,XUJ
5138,坦,TAN,FJG
5139,贪,TAN,WYNM
5140,滩,TAN,ICW
5141,坍,TAN,FMYG
5142,摊,TAN,RCW
5143,瘫,TAN,UCWY
5144,坛,TAN,FFC
5145,檀,TAN,SYL
5146,痰,TAN,UOO
5147,潭,TAN,ISJ
5148,谭,TAN,YSJ
5149,毯,TAN,TFNO
5150,袒,TAN,PUJG
5151,叹,TAN,KCY
5152,郯,TAN,OOB
5153,澹,TAN,IQDY
5154,昙,TAN,JFCU
5155,忐,TAN,HNU
5156,钽,TAN,QJG
5157,锬,TAN,QOO
5158,镡,TAN,QSJH
5159,堂,TANG,IPKF
5160,糖,TANG,OYV
5161,唐,TANG,YVH
5162,塘,TANG,FYV
5163,汤,TANG,INR
5164,搪,TANG,RYV
5165,棠,TANG,IPKS
5166,膛,TANG,EI
5167,倘,TANG,WIM
5168,躺,TANG,TMDK
5169,淌,TANG,IIM
5170,趟,TANG,FHI
5171,烫,TANG,INRO
5172,傥,TANG,WIPQ
5173,帑,TANG,VCM
5174,溏,TANG,IYVK
5175,瑭,TANG,GYVK
5176,樘,TANG,SIP
5177,铴,TANG,QIN
5178,镗,TANG,QIPF
5179,耥,TANG,DIIK
5180,螗,TANG,JYVK
5181,螳,TANG,JIP
5182,羰,TANG,UDM
5183,醣,TANG,SGYK
5184,套,TAO,DDU
5185,讨,TAO,YFYD
5186,逃,TAO,IQP
5187,陶,TAO,BQR
5188,萄,TAO,AQR
5189,桃,TAO,SIQ
5190,掏,TAO,RQRM
5191,涛,TAO,IDT
5192,滔,TAO,IEV
5193,绦,TAO,XTST
5194,淘,TAO,IQR
5195,鼗,TAO,IQF
5196,叨,TAO,KVN
5197,啕,TAO,KQRM
5198,洮,TAO,IIQ
5199,韬,TAO,FNHV
5200,焘,TAO,DTFO
5201,饕,TAO,KGNE
5202,特,TE,TEGJ
5203,忒,TE,ANI
5204,忑,TE,GHNU
5205,慝,TE,AADN
5206,铽,TE,QANY
5207,腾,TENG,EUD
5208,疼,TENG,UTU
5209,藤,TENG,AEU
5210,誊,TENG,UDYF
5211,滕,TENG,EUDI
5212,提,TI,RJ
5213,题,TI,JGHH
5214,体,TI,WSGH
5215,替,TI,FWF
5216,梯,TI,SUX
5217,惕,TI,NJQ
5218,剔,TI,JQRJ
5219,踢,TI,KHJ
5220,锑,TI,QUX
5221,蹄,TI,KHUH
5222,啼,TI,KU
5223,嚏,TI,KFPH
5224,涕,TI,IUXT
5225,剃,TI,UXHJ
5226,屉,TI,NAN
5227,倜,TI,WMF
5228,荑,TI,AGX
5229,悌,TI,NUX
5230,逖,TI,QTOP
5231,绨,TI,XUXT
5232,缇,TI,XJG
5233,鹈,TI,UXHG
5234,裼,TI,PUJR
5235,醍,TI,SGJH
5236,天,TIAN,GDAW
5237,田,TIAN,LLL
5238,添,TIAN,IGD
5239,填,TIAN,FFH
5240,甜,TIAN,TDAF
5241,佃,TIAN,WL
5242,恬,TIAN,NTD
5243,舔,TIAN,TDGN
5244,腆,TIAN,EMA
5245,掭,TIAN,RGDN
5246,忝,TIAN,GDN
5247,阗,TIAN,UFH
5248,殄,TIAN,GQWE
5249,畋,TIAN,LTY
5250,条,TIAO,TS
5251,跳,TIAO,KHI
5252,挑,TIAO,RIQ
5253,迢,TIAO,VKP
5254,眺,TIAO,HIQ
5255,佻,TIAO,WIQ
5256,苕,TIAO,AVKF
5257,祧,TIAO,PYIQ
5258,窕,TIAO,PWI
5259,蜩,TIAO,JMFK
5260,笤,TIAO,TPJU
5261,粜,TIAO,BMOU
5262,龆,TIAO,HWBK
5263,鲦,TIAO,QGTS
5264,髫,TIAO,DEVK
5265,铁,TIE,QR
5266,贴,TIE,MHK
5267,帖,TIE,MHHK
5268,萜,TIE,AMHK
5269,餮,TIE,GQWE
5270,听,TING,KR
5271,停,TING,WYPS
5272,庭,TING,YTFP
5273,挺,TING,RTFP
5274,廷,TING,TFPD
5275,厅,TING,DS
5276,烃,TING,OC
5277,汀,TING,ISH
5278,亭,TING,YPS
5279,艇,TING,TET
5280,莛,TING,ATFP
5281,葶,TING,AYP
5282,婷,TING,VYPS
5283,梃,TING,STFP
5284,町,TING,LSH
5285,铤,TING,QTFP
5286,蜓,TING,JTFP
5287,霆,TING,FTF
5288,同,TONG,M
5289,通,TONG,CEP
5290,统,TONG,XYC
5291,铜,TONG,QMGK
5292,痛,TONG,UCE
5293,筒,TONG,TMGK
5294,童,TONG,UJFJ
5295,桶,TONG,SCE
5296,侗,TONG,WMGK
5297,恫,TONG,NMG
5298,桐,TONG,SMGK
5299,酮,TONG,SGMK
5300,瞳,TONG,HU
5301,彤,TONG,MYE
5302,捅,TONG,RCE
5303,佟,TONG,WTUY
5304,仝,TONG,WAF
5305,垌,TONG,FMG
5306,茼,TONG,AMG
5307,嗵,TONG,KCE
5308,峒,TONG,MMGK
5309,恸,TONG,NFCL
5310,潼,TONG,IUJF
5311,砼,TONG,DWA
5312,头,TOU,UDIR
5313,投,TOU,RMCA
5314,透,TOU,TEP
5315,偷,TOU,WWGJ
5316,钭,TOU,QUF
5317,骰,TOU,MEM
5318,图,TU,LTU
5319,土,TU,FFFF
5320,突,TU,PWD
5321,途,TU,WTPD
5322,徒,TU,TFHY
5323,凸,TU,HGM
5324,涂,TU,IWT
5325,吐,TU,KFGG
5326,兔,TU,QKQY
5327,屠,TU,NFT
5328,秃,TU,TMBG
5329,堍,TU,FQK
5330,荼,TU,AWT
5331,菟,TU,AQKY
5332,钍,TU,QFG
5333,酴,TU,SGWT
5334,团,TUAN,LFT
5335,湍,TUAN,IMD
5336,抟,TUAN,RFN
5337,彖,TUAN,XEU
5338,疃,TUAN,LUJ
5339,图,TUAN,LTU
5340,芨,TUAN,AEY
5341,推,TUI,RWGJ
5342,退,TUI,VEP
5343,腿,TUI,EVE
5344,颓,TUI,TMDM
5345,蜕,TUI,JUK
5346,褪,TUI,PUVP
5347,忒,TUI,ANI
5348,煺,TUI,OVE
5349,囤,TUN,LGB
5350,褪,TUN,PUVP
5351,吞,TUN,GDK
5352,屯,TUN,GB
5353,臀,TUN,NAWE
5354,氽,TUN,WIU
5355,饨,TUN,QNGN
5356,暾,TUN,JYB
5357,豚,TUN,EEY
5358,脱,TUO,EUK
5359,拖,TUO,RTB
5360,托,TUO,RQTS
5361,妥,TUO,EV
5362,椭,TUO,SBD
5363,舵,TUO,TEPX
5364,魄,TUO,RRQC
5365,鸵,TUO,QYNX
5366,陀,TUO,BPX
5367,驮,TUO,CDY
5368,驼,TUO,CP
5369,拓,TUO,RD
5370,唾,TUO,KTG
5371,乇,TUO,TAV
5372,佗,TUO,WPX
5373,坨,TUO,FPXN
5374,庹,TUO,YANY
5375,沱,TUO,IPX
5376,柝,TUO,SRYY
5377,柁,TUO,SPX
5378,橐,TUO,GKHS
5379,砣,TUO,DPX
5380,铊,TUO,QPX
5381,箨,TUO,TRCH
5382,酡,TUO,SGP
5383,跎,TUO,KHPX
5384,鼍,TUO,KKL
5385,瓦,WA,GNY
5386,挖,WA,RPWN
5387,凹,WA,MMGD
5388,哇,WA,KFF
5389,蛙,WA,JFF
5390,洼,WA,IFFG
5391,娃,WA,VFF
5392,袜,WA,PUG
5393,佤,WA,WGN
5394,娲,WA,VKM
5395,腽,WA,EJL
5396,外,WAI,QH
5397,歪,WAI,GIG
5398,完,WAN,PFQ
5399,万,WAN,DJDN
5400,晚,WAN,JQ
5401,弯,WAN,YOX
5402,碗,WAN,DPQ
5403,顽,WAN,FQD
5404,湾,WAN,IYO
5405,挽,WAN,RQKQ
5406,玩,WAN,GFQ
5407,蔓,WAN,AJL
5408,娩,WAN,VQK
5409,豌,WAN,GKUB
5410,丸,WAN,VYI
5411,烷,WAN,OPF
5412,皖,WAN,RPF
5413,惋,WAN,NPQB
5414,宛,WAN,PQ
5415,婉,WAN,VPQ
5416,腕,WAN,EPQ
5417,剜,WAN,PQBJ
5418,芄,WAN,AVY
5419,莞,WAN,APFQ
5420,菀,WAN,APQB
5421,纨,WAN,XVYY
5422,绾,WAN,XPN
5423,琬,WAN,GPQ
5424,脘,WAN,EPF
5425,畹,WAN,LPQ
5426,蜿,WAN,JPQ
5427,往,WANG,TYG
5428,王,WANG,GGG
5429,望,WANG,YNEG
5430,网,WANG,MQQ
5431,忘,WANG,YNNU
5432,妄,WANG,YNVF
5433,亡,WANG,YNV
5434,旺,WANG,JGG
5435,芒,WANG,AYN
5436,汪,WANG,IG
5437,枉,WANG,SGG
5438,罔,WANG,MUY
5439,尢,WANG,DNV
5440,惘,WANG,NMU
5441,辋,WANG,LMU
5442,魍,WANG,RQCN
5443,为,WEI,O
5444,位,WEI,WUGA
5445,委,WEI,TV
5446,围,WEI,LFNH
5447,维,WEI,XWY
5448,唯,WEI,KWYG
5449,卫,WEI,BG
5450,微,WEI,TMG
5451,伟,WEI,WFN
5452,未,WEI,FII
5453,威,WEI,DGV
5454,危,WEI,QDB
5455,尾,WEI,NTF
5456,谓,WEI,YLE
5457,喂,WEI,KLGE
5458,味,WEI,KFI
5459,胃,WEI,LEFE
5460,魏,WEI,TVR
5461,伪,WEI,WYLY
5462,违,WEI,FNHP
5463,韦,WEI,FNH
5464,畏,WEI,LGE
5465,纬,WEI,XFNH
5466,巍,WEI,MTV
5467,桅,WEI,SQD
5468,惟,WEI,NWY
5469,潍,WEI,IXW
5470,苇,WEI,AFN
5471,萎,WEI,ATV
5472,蔚,WEI,ANF
5473,渭,WEI,ILE
5474,尉,WEI,NFIF
5475,慰,WEI,NFI
5476,偎,WEI,WLGE
5477,诿,WEI,YTV
5478,隈,WEI,BLGE
5479,隗,WEI,BRQ
5480,圩,WEI,FGF
5481,葳,WEI,ADG
5482,薇,WEI,ATM
5483,囗,WEI,LHNG
5484,帏,WEI,MHF
5485,帷,WEI,MHW
5486,崴,WEI,MDGT
5487,嵬,WEI,MRQ
5488,猥,WEI,QTLE
5489,猬,WEI,QTLE
5490,闱,WEI,UFN
5491,沩,WEI,IYL
5492,洧,WEI,IDEG
5493,涠,WEI,ILF
5494,逶,WEI,TVP
5495,娓,WEI,VNTN
5496,玮,WEI,GFN
5497,韪,WEI,JGHH
5498,軎,WEI,GJFK
5499,炜,WEI,OFN
5500,煨,WEI,OLG
5501,痿,WEI,UTV
5502,艉,WEI,TEKT
5503,鲔,WEI,QGDE
5504,问,WEN,UKD
5505,温,WEN,IJL
5506,文,WEN,YYGY
5507,稳,WEN,TQV
5508,纹,WEN,XXGF
5509,闻,WEN,UB
5510,蚊,WEN,JYY
5511,瘟,WEN,UJL
5512,吻,WEN,KQR
5513,紊,WEN,YXIU
5514,刎,WEN,QRJ
5515,阌,WEN,UEPC
5516,汶,WEN,IYY
5517,璺,WEN,WFM
5518,雯,WEN,FYU
5519,嗡,WENG,KWC
5520,翁,WENG,WCNU
5521,瓮,WENG,WCG
5522,蓊,WENG,AWC
5523,蕹,WENG,AYXY
5524,我,WO,Q
5525,握,WO,RNG
5526,窝,WO,PWKW
5527,蜗,WO,JKM
5528,涡,WO,IKM
5529,沃,WO,ITDY
5530,挝,WO,RFP
5531,卧,WO,AHNH
5532,斡,WO,FJWF
5533,倭,WO,WTV
5534,莴,WO,AKM
5535,喔,WO,KNGF
5536,幄,WO,MHNF
5537,渥,WO,ING
5538,肟,WO,EFN
5539,硪,WO,DTR
5540,龌,WO,HWBF
5541,无,MO,FQ
5542,五,WU,GG
5543,物,WU,TRQR
5544,武,WU,GAH
5545,务,WU,TL
5546,误,WU,YKG
5547,伍,WU,WGG
5548,舞,WU,RLG
5549,污,WU,IFN
5550,悟,WU,NGKG
5551,雾,WU,FTL
5552,午,WU,TFKK
5553,恶,WU,GOGN
5554,屋,WU,NGC
5555,乌,WU,QNG
5556,吴,WU,KGD
5557,亡,WU,YNV
5558,诬,WU,YAW
5559,钨,WU,QQN
5560,巫,WU,AWW
5561,呜,WU,KQNG
5562,芜,WU,AFQB
5563,梧,WU,SGK
5564,吾,WU,GKF
5565,毋,WU,XDE
5566,捂,WU,RGKG
5567,侮,WU,WADW
5568,坞,WU,FQNG
5569,戊,WU,DNY
5570,晤,WU,JGK
5571,勿,WU,QRE
5572,兀,WU,GQV
5573,仵,WU,WTFH
5574,阢,WU,BGQ
5575,邬,WU,QNGB
5576,圬,WU,FFN
5577,芴,WU,AQRR
5578,唔,WU,KGKG
5579,庑,WU,YFQ
5580,怃,WU,NFQ
5581,忤,WU,NTFH
5582,浯,WU,IGKG
5583,寤,WU,PNHK
5584,迕,WU,TFPK
5585,妩,WU,VFQ
5586,婺,WU,CBTV
5587,骛,WU,CBTC
5588,杌,WU,SGQN
5589,牾,WU,TRGK
5590,於,WU,YWU
5591,焐,WU,OGK
5592,鹉,WU,GAHG
5593,鹜,WU,CBTG
5594,痦,WU,UGKD
5595,蜈,WU,JKG
5596,鋈,WU,ITDQ
5597,鼯,WU,VNUK
5598,系,XI,TXI
5599,席,XI,YAM
5600,西,XI,SGGD
5601,习,XI,NU
5602,细,XI,XL
5603,吸,XI,KE
5604,析,XI,SR
5605,喜,XI,FKU
5606,洗,XI,ITF
5607,铣,XI,QTFQ
5608,稀,XI,TQD
5609,戏,XI,CA
5610,隙,XI,BIJ
5611,希,XI,QDM
5612,息,XI,THN
5613,袭,XI,DXY
5614,锡,XI,QJQ
5615,烯,XI,OQD
5616,牺,XI,TRS
5617,悉,XI,TOLN
5618,惜,XI,NAJG
5619,溪,XI,IEX
5620,腊,XI,EAJ
5621,栖,XI,SSG
5622,昔,XI,AJF
5623,熙,XI,AHK
5624,硒,XI,DSG
5625,矽,XI,DQY
5626,晰,XI,JSR
5627,嘻,XI,KFK
5628,膝,XI,ESW
5629,夕,XI,QTNY
5630,熄,XI,OTHN
5631,汐,XI,IQY
5632,犀,XI,NIR
5633,檄,XI,SRY
5634,媳,XI,VTHN
5635,僖,XI,WFKK
5636,兮,XI,WGNB
5637,隰,XI,BJX
5638,郗,XI,QDMB
5639,茜,XI,ASF
5640,菥,XI,ASR
5641,葸,XI,ALNU
5642,蓰,XI,ATH
5643,奚,XI,EXD
5644,唏,XI,KQD
5645,徙,XI,THH
5646,饩,XI,QNRN
5647,阋,XI,UVQ
5648,浠,XI,IQDH
5649,淅,XI,ISR
5650,屣,XI,NTHH
5651,嬉,XI,VFKK
5652,玺,XI,QIG
5653,樨,XI,SNIH
5654,曦,XI,JUG
5655,觋,XI,AWWQ
5656,欷,XI,QDMW
5657,歙,XI,WGKW
5658,熹,XI,FKUO
5659,禊,XI,PYDD
5660,禧,XI,PYFK
5661,皙,XI,SRR
5662,穸,XI,PWQ
5663,裼,XI,PUJR
5664,蜥,XI,JSRH
5665,螅,XI,JTHN
5666,蟋,XI,JTO
5667,舄,XI,VQO
5668,舾,XI,TESG
5669,羲,XI,UGT
5670,粞,XI,OSG
5671,翕,XI,WGKN
5672,醯,XI,SGYL
5673,蹊,XI,KHED
5674,鼷,XI,VNUD
5675,下,XIA,GH
5676,夏,XIA,DHT
5677,吓,XIA,KGH
5678,狭,XIA,QTGW
5679,霞,XIA,FNHC
5680,唬,XIA,KHAM
5681,瞎,XIA,HP
5682,虾,XIA,JGHY
5683,匣,XIA,ALK
5684,辖,XIA,LPDK
5685,暇,XIA,JNH
5686,峡,XIA,MGU
5687,侠,XIA,WGU
5688,厦,XIA,DDH
5689,呷,XIA,KLH
5690,狎,XIA,QTL
5691,遐,XIA,NHF
5692,瑕,XIA,GNH
5693,柙,XIA,SLH
5694,硖,XIA,DGUW
5695,瘕,XIA,UNH
5696,罅,XIA,RMHH
5697,黠,XIA,LFOK
5698,线,XIAN,XG
5699,现,XIAN,GM
5700,先,XIAN,TFQF
5701,县,XIAN,EGC
5702,限,XIAN,BV
5703,见,XIAN,MQBI
5704,显,XIAN,JO
5705,鲜,XIAN,QGU
5706,献,XIAN,FMUD
5707,险,XIAN,BWG
5708,陷,XIAN,BQV
5709,宪,XIAN,PTF
5710,纤,XIAN,XTF
5711,洗,XIAN,ITF
5712,掀,XIAN,RRQ
5713,弦,XIAN,XYX
5714,铣,XIAN,QTFQ
5715,腺,XIAN,ERI
5716,锨,XIAN,QRQ
5717,仙,XIAN,WM
5718,咸,XIAN,DGK
5719,贤,XIAN,JCM
5720,衔,XIAN,TQF
5721,舷,XIAN,TEYX
5722,闲,XIAN,USIG
5723,涎,XIAN,ITHP
5724,嫌,XIAN,VU
5725,馅,XIAN,QNQV
5726,羡,XIAN,UGU
5727,冼,XIAN,UTF
5728,苋,XIAN,AMQ
5729,莶,XIAN,AWGI
5730,藓,XIAN,AQGD
5731,岘,XIAN,MMQN
5732,猃,XIAN,QTWI
5733,暹,XIAN,JWY
5734,娴,XIAN,VUS
5735,氙,XIAN,RNM
5736,燹,XIAN,EEO
5737,祆,XIAN,PYGD
5738,鹇,XIAN,USQ
5739,痫,XIAN,UUS
5740,蚬,XIAN,JMQ
5741,筅,XIAN,TTFQ
5742,籼,XIAN,OMH
5743,酰,XIAN,SGTQ
5744,跣,XIAN,KHTQ
5745,跹,XIAN,KHTP
5746,霰,XIAN,FAE
5747,西,XIAN,SGGD
5748,?,XIAN,AFDP
5749,想,XIANG,SHN
5750,向,XIANG,TMKF
5751,相,XIANG,SH
5752,象,XIANG,QJE
5753,响,XIANG,KTM
5754,项,XIANG,ADM
5755,箱,XIANG,TSH
5756,乡,XIANG,XTE
5757,降,XIANG,BT
5758,香,XIANG,TJF
5759,像,XIANG,WQJ
5760,详,XIANG,YUD
5761,橡,XIANG,SQJ
5762,享,XIANG,YBF
5763,湘,XIANG,ISHG
5764,厢,XIANG,DSH
5765,镶,XIANG,QYK
5766,襄,XIANG,YKK
5767,翔,XIANG,UDNG
5768,祥,XIANG,PYU
5769,巷,XIANG,AWN
5770,芗,XIANG,AXT
5771,葙,XIANG,ASH
5772,饷,XIANG,QNTK
5773,庠,XIANG,YUDK
5774,骧,XIANG,CYK
5775,缃,XIANG,XSH
5776,蟓,XIANG,JQJ
5777,鲞,XIANG,UDQG
5778,飨,XIANG,XTWE
5779,小,XIAO,IH
5780,消,XIAO,IIE
5781,削,XIAO,IEJ
5782,效,XIAO,UQT
5783,笑,XIAO,TTD
5784,校,XIAO,SUQ
5785,销,XIAO,QIEI
5786,硝,XIAO,DIE
5787,萧,XIAO,AVIJ
5788,肖,XIAO,IE
5789,孝,XIAO,FTB
5790,霄,XIAO,FIE
5791,哮,XIAO,KFT
5792,嚣,XIAO,KKDK
5793,宵,XIAO,PI
5794,淆,XIAO,IQD
5795,晓,XIAO,JAT
5796,啸,XIAO,KVI
5797,哓,XIAO,KAT
5798,崤,XIAO,MQDE
5799,潇,XIAO,IAVJ
5800,逍,XIAO,IEP
5801,骁,XIAO,CATQ
5802,绡,XIAO,XIE
5803,枭,XIAO,QYNS
5804,枵,XIAO,SKG
5805,蛸,XIAO,JIE
5806,筱,XIAO,TWH
5807,箫,XIAO,TVIJ
5808,魈,XIAO,RQCE
5809,些,XIE,HXFD
5810,解,XIE,QEV
5811,写,XIE,PGN
5812,斜,XIE,WTUF
5813,谢,XIE,YTM
5814,协,XIE,FL
5815,械,XIE,SAAK
5816,血,XIE,TLD
5817,卸,XIE,RHB
5818,屑,XIE,NIEF
5819,鞋,XIE,AFFF
5820,歇,XIE,JQW
5821,邪,XIE,AHTB
5822,胁,XIE,ELW
5823,蟹,XIE,QEVJ
5824,泄,XIE,IANN
5825,泻,XIE,IPGG
5826,契,XIE,DHV
5827,楔,XIE,SDH
5828,蝎,XIE,JJQ
5829,挟,XIE,RGU
5830,携,XIE,RWGK
5831,谐,XIE,YXXR
5832,懈,XIE,NQ
5833,偕,XIE,WXXR
5834,亵,XIE,YRV
5835,勰,XIE,LLLN
5836,燮,XIE,OYO
5837,薤,XIE,AGQG
5838,撷,XIE,RFKM
5839,獬,XIE,QTQH
5840,廨,XIE,YQE
5841,渫,XIE,IANS
5842,瀣,XIE,IHQ
5843,邂,XIE,QEVP
5844,绁,XIE,XANN
5845,缬,XIE,XFKM
5846,榭,XIE,STM
5847,榍,XIE,SNI
5848,颉,XIE,FKD
5849,躞,XIE,KHOC
5850,新,XIN,USR
5851,心,XIN,NY
5852,信,XIN,WYKG
5853,锌,XIN,QUH
5854,芯,XIN,ANU
5855,辛,XIN,UYGH
5856,寻,XIN,VF
5857,欣,XIN,RQW
5858,薪,XIN,AUS
5859,忻,XIN,NRH
5860,衅,XIN,TLU
5861,囟,XIN,TLQI
5862,馨,XIN,FNM
5863,昕,XIN,JRH
5864,歆,XIN,UJQW
5865,镡,XIN,QSJH
5866,鑫,XIN,QQQF
5867,行,XING,TF
5868,性,XING,NTG
5869,形,XING,GAE
5870,型,XING,GAJF
5871,星,XING,JTGF
5872,兴,XING,IW
5873,省,XING,ITH
5874,醒,XING,SGJG
5875,姓,XING,VTG
5876,幸,XING,FUF
5877,腥,XING,EJT
5878,猩,XING,QTJG
5879,惺,XING,NJTG
5880,刑,XING,GAJH
5881,邢,XING,GAB
5882,杏,XING,SKF
5883,陉,XING,BCA
5884,荇,XING,ATFH
5885,荥,XING,API
5886,擤,XING,RTH
5887,饧,XING,QNNR
5888,悻,XING,NFUF
5889,硎,XING,DGAJ
5890,雄,XIONG,DCW
5891,胸,XIONG,EQ
5892,兄,XIONG,KQB
5893,凶,XIONG,QB
5894,熊,XIONG,CEXO
5895,匈,XIONG,QQB
5896,汹,XIONG,IQBH
5897,芎,XIONG,AXB
5898,修,XIU,WHT
5899,锈,XIU,QTEN
5900,休,XIU,WS
5901,袖,XIU,PUM
5902,秀,XIU,TE
5903,朽,XIU,SGNN
5904,宿,XIU,PWDJ
5905,臭,XIU,THDU
5906,羞,XIU,UDN
5907,嗅,XIU,KTHD
5908,绣,XIU,XTEN
5909,咻,XIU,KWS
5910,岫,XIU,MMG
5911,馐,XIU,QNUF
5912,庥,XIU,YWS
5913,溴,XIU,ITHD
5914,鸺,XIU,WSQ
5915,貅,XIU,EEW
5916,髹,XIU,DEW
5917,续,XU,XFN
5918,许,XU,YTF
5919,须,XU,EDM
5920,需,XU,FDM
5921,序,XU,YCBJ
5922,虚,XU,HAO
5923,絮,XU,VKX
5924,畜,XU,YXL
5925,叙,XU,WTC
5926,蓄,XU,AYX
5927,绪,XU,XFT
5928,徐,XU,TWT
5929,墟,XU,FHAG
5930,戌,XU,DGN
5931,嘘,XU,KHAG
5932,酗,XU,SGQB
5933,旭,XU,VJ
5934,恤,XU,NTL
5935,婿,XU,VNHE
5936,吁,XU,KGFH
5937,诩,XU,YNAW
5938,勖,XU,JHL
5939,圩,XU,FGF
5940,蓿,XU,APWJ
5941,洫,XU,ITLG
5942,浒,XU,IYTF
5943,溆,XU,IADW
5944,顼,XU,GDM
5945,栩,XU,SNG
5946,煦,XU,JQKO
5947,砉,XU,DHDF
5948,盱,XU,HGF
5949,胥,XU,NHE
5950,糈,XU,ONH
5951,醑,XU,SGNE
5952,选,XUAN,TFQP
5953,旋,XUAN,YTN
5954,宣,XUAN,PGJ
5955,悬,XUAN,EGCN
5956,玄,XUAN,YXU
5957,券,XUAN,UDV
5958,轩,XUAN,LF
5959,喧,XUAN,KP
5960,癣,XUAN,UQG
5961,眩,XUAN,HY
5962,绚,XUAN,XQJ
5963,儇,XUAN,WLGE
5964,谖,XUAN,YEFC
5965,萱,XUAN,APGG
5966,揎,XUAN,RPG
5967,泫,XUAN,IYX
5968,渲,XUAN,IPGG
5969,漩,XUAN,IYTH
5970,璇,XUAN,GYTH
5971,楦,XUAN,SPG
5972,暄,XUAN,JPG
5973,炫,XUAN,OYX
5974,煊,XUAN,OPG
5975,碹,XUAN,DPGG
5976,铉,XUAN,QYX
5977,镟,XUAN,QYTH
5978,痃,XUAN,UYX
5979,学,XUE,IITG
5980,血,XUE,TLD
5981,削,XUE,IEJ
5982,雪,XUE,FV
